Handle,Title,"Body (HTML)",Vendor,"Standardized Product Type","Custom Product Type",Published,"Option1 Name","Option1 Value","Option2 Name","Option2 Value","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Price","Variant Compare At Price","Image Src"
trudeau-baking-liner,"Trudeau Baking Liner","The fancy and functional non-stick Baking Liner from Trudeau is decorated with positioning circles for perfect placement of cookie dough that can also fold in half to adapt from large to small baking sheets. The heat resistant silicone liner protects bakeware and it's easy to clean then rolls up for compact storage.


Colour: Green, Grey
Material: Silicone
Dimension/capacity: 11 3/4 x 16 1/4'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,74.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/baking-liner-trudeau.png?v=1581691009
trudeau-pastry-mat,"Trudeau Pastry Mat","Decorated with circular and linear guides in imperial and metric measurements, this Pastry Mat is perfect for rolling out pastry dough or fondant while keeping your work surface clean and organised. Made for silicone, it is reinforced with fiber glass line to make it more durable and resistant to buts. You can even us is with a pastry wheel. Thanks to the silicone, it is non-stock and easy to wash it in the dishwasher.


Colour: Grey, Pink
Material: Silicone
Dimension/capacity: 13 x 19'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,74.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_12.34.04_PM.png?v=1581694922
trudeau-pie-weights,"Trudeau Pie Weights","Six feet stainless steel chain
Cleaning/storage pouch included
Dishwasher safe
Colour: Green, Stainless steel
Material: Silicone
Dimension/capacity: 6 feet",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,74.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_1.17.47_PM.png?v=1581691083
trudeau-cookie-spatula-9-12-cdu,"Trudeau Cookie Spatula 9"" 12/CDU","Description

Will not scratch cookware
Stain and odor resistant
High heat resistant silicone
Colour: Purple
Material: Silicone, Wood
Dimension/capacity: 9'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,42,continue,25.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-10_at_5.05.34_PM_6e1f5b12-0143-47b7-a36f-4ee7351cfbd7.png?v=1581691108
trudeau-spoon-spatula-9-12-cdu,"Trudeau Spoon Spatula 9"" 12/CDU","Description


Will not scratch cookware
Stain and odor resistant
High heat resistant silicone
Colour: Purple
Material: Silicone, Wood
Dimension/capacity: 9'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_1.28.18_PM_8887917e-fafa-407c-ad83-315931c90a3d.png?v=1581691148
trudeau-cookie-spatula-12-12-cdu,"Trudeau Cookie Spatula 12"" 12/CDU","Description


Will not scratch cookware
Stain and odor resistant
High heat resistant silicone
Colour: Purple
Material: Silicone, Wood
Dimension/capacity: 12'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,25.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-10_at_5.05.34_PM.png?v=1581691135
trudeau-spoon-spatula-12-12-cdu,"Trudeau Spoon Spatula 12"" 12/CDU","Description


Will not scratch cookware
Stain and odor resistant
High heat resistant silicone
Colour: Green, Pink, Purple
Material: Silicone, Wood
Dimension/capacity: 12'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_1.28.18_PM.png?v=1581691155
trudeau-pastry-brush-12-12-cdu,"Trudeau Pastry Brush 12"" 12/CDU","Description

Assorted colours, sold individually. Silicone and wood pastry brush. Will not scratch cookware. Stain and odour and high heat resistant.


Colour: Green, Pink, Purple
Material: Silicone, Wood
Dimension/capacity: 12'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,0,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/81DDdb0wgyL._SL1500.jpg?v=1581691160
trudeau-jar-spatula-13-5-12-cdu,"Trudeau Jar Spatula 13.5"" 12/CDU","Description

Trudeau's high heat resistant silicone spatulas and pastry brushes make cooking and baking a pleasure.


Silicone spatula with firm core and flexible edges
High Heat resistance
Safe for all nonstick surfaces
Dishwasher safe
Color: Green, Pink, Purple
Material: Silicone, Wood
Dimension/capacity: 13 1/2'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,0,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_12.29.14_PM.png?v=1581691188
trudeau-st-6-muffin-cups,"Trudeau  ST/6 Muffin Cups","Description

Wow your guests again and again with these reusable Muffin Cups. Colorful, they are made of BPA free silicone and are heat resistant up to 428°F/220°C. Simply fill your cups with muffin or cupcake batter and place in the oven. Then, serve your treats directly in the non-stick cups!


Product code: 09913058
Colour: Green, Pink, Purple
Material: Silicone
Dimension/capacity: Set of 6",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,39.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/09913058-p.1526782815.jpg?v=1581543517
trudeau-st-5-flower-cookie-cutters,"Trudeau ST/5 Flower Cookie Cutters","Description

Type: Cookie Cutter
Pack of 5
Shape: Flower
Material: Stainless steel",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,37,continue,49.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/9913062-trudeau-original-imae4qvhferkzvh2.jpeg?v=1581543553
trudeau-st-5-star-cookie-cutters,"Trudeau  ST/5 Star Cookie Cutters","Description
At Trudeau Corporation, we are proud to be recognised as a leader in the design and development of kitchen and home furnishings. Since 1889, four generations have succeeded in managing Trudeau Corporation, introducing family and traditional values ​​into our corporate culture. We owe our success to the efforts of a dedicated and dedicated team, our talented design partners, and the expertise of our carefully selected manufacturers. Set of 5 cookie cutters


To hand-wash
Sharp edges for easy cutting
Material: Metal",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,49.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/09913064-2.jpg?v=1581543516
trudeau-pie-server,"Trudeau Pie Server","Serve the best pieces of pie with this stainless steel server. It has a serrated edge for precision cutting and its handle has 2 grip positions to make it comfortable to use. Once dessert is over, simply place the pie server in the dishwasher.

Made of stainless steel, BPA free
Serrated edge for cutting
Ergonomic non-slip handle offering 2 comfortable grip positions
Dishwasher safe
Original Trudeau design, Lifetime warranty",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/61OWKzw1pmL._SL1500.jpg?v=1581543543
trudeau-2-in-1-pastry-wheel,"Trudeau 2-IN-1 Pastry Wheel","Description

Trudeau 2-In-1 Pastry Wheel with Ergonomic Handle


Ergonomic handle
One side straight &amp; one side crimped
Dishwasher safe",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/31CIdpFoj1L.jpg?v=1581543519
trudeau-icing-spreader,"Trudeau Icing Spreader","Description

Apply icing to your cake with ease thanks to this large icing spatula. It has a perfectly designed stainless steel spreader and a handle with 2 comfortable grip positions to help your create a Masterpiece at all times. Dishwasher safe.


Made of stainless steel
Icing spreader is BPA free
Ergonomic non-slip handle offering 2 comfortable grip positions
Perfect for cakes
Dishwasher safe
Original Trudeau design, Lifetime warranty",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,35.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/51sT2ZIQ4ZL._SL1500.jpg?v=1581543538
trudeau-small-icing-spreader,"Trudeau Small Icing Spreader","Description

This Small Icing Spreader is just the right size to apply icing to cupcakes and small treats. You'll love the size and shape of the spreader as well as the 2 comfortable grip position of the handle. Place in the dishwasher once you're done.


Colour: Green, Grey
Material: Stainless steel
Dimension/capacity: 11 1/4'",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_1.25.13_PM.png?v=1581691350
trudeau-brownie-spatula,"Trudeau Brownie Spatula","Description

Trudeau Stress Less line of kitchen tools are the perfect choice for any serious chef. The slip free handles gives you better control and is comfortable Handle has two comfortable grip positions. Dishwasher safe Made from Stainless steel Approx Size; 26cm/ 10' long


Dishwasher safe. Approx Size; 26cm/ 10' long
Trudeau Stress Less line of kitchen tools are the perfect choice for any serious chef.
Handle has two comfortable grip positions
Made from Stainless steel",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,29.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/31H1KQXGxpL.jpg?v=1581543521
trudeau-st-3-chocolate-moulds-hearts,"Trudeau ST/3 Chocolate Moulds Hearts","Description


Easy release
Polished cavities for shiny chocolates
Dishwasher safe
Colour: Green, Pink, Purple
Material: Silicone
Dimension/capacity: 3 x 15 cavities",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,60.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_1.36.39_PM.png?v=1581693057
trudeau-st-3-chocolate-moulds-caissettes,"Trudeau ST/3 Chocolate Moulds Caissettes","Description


Easy release
Polished cavities for shiny chocolates
Dishwasher safe
Colour: Green, Pink, Purple
Material: Silicone
Dimension/capacity: 3 x 15 cavities",Emsons/Spartan,"Apparel & Accessories > Clothing",Bakeware,true,,,,,shopify,50,continue,60.00,,https://cdn.shopify.com/s/files/1/0076/7167/6986/products/Screen_Shot_2018-07-11_at_1.32.48_PM.png?v=1581693251
